Ref_base,Ref_roll
MXG_93006525,STELLA_7313016465
MXG_93006526,STELLA_7313016434
MXG_93006527,STELLA_7313016435
MXG_93006528,STELLA_7313016387
MXG_93006529,STELLA_7313016437
MXG_93009196,STELLA_7313025152
MXG_93009221,STELLA_7313097515
MXG_93009237,STELLA_7313103209
MXG_93009239,STELLA_7313094493
MXG_93013946,STELLA_7313052871
MXG_93013947,STELLA_7313052664
MXG_93013948,STELLA_7313052758
MXG_93013949,STELLA_7313052630
MXG_93013950,STELLA_7313052627
MXG_93013951,STELLA_7313052563
MXG_93013962,STELLA_7313052553
MXG_93014034,STELLA_7313034934
MXG_93014038,STELLA_7313034916
MXG_93014042,STELLA_7313037363
MXG_93014170,STELLA_7313016646
MXG_93014172,STELLA_7313016773
MXG_93014175,STELLA_7313016579
MXG_93014258,STELLA_7313088245
MXG_93014261,STELLA_7313085464
MXG_93014402,STELLA_7313049246
MXG_93014403,STELLA_7313049126
MXG_93014404,STELLA_7313046946
MXG_93014409,STELLA_7313046930
MXG_93014410,STELLA_7313049062
MXG_93014411,STELLA_7313046996
MXG_93014466,STELLA_7313040007
MXG_93015233,STELLA_7313058462
MXG_93019763,STELLA_7313034132
MXG_93019765,STELLA_7313034266
MXG_93019767,STELLA_7313034250
MXG_93019770,STELLA_7313034733
MXG_93019771,STELLA_7313034734
MXG_93019772,STELLA_7313034699
MXG_93019881,STELLA_7313013716
MXG_93021241,STELLA_7313028984
MXG_93021242,STELLA_7313028819
MXG_93021243,STELLA_7313028834
MXG_93021244,STELLA_7313028857
MXG_93021245,STELLA_7313028882
MXG_93021246,STELLA_7313028290
MXG_93021248,STELLA_7313028437
MXG_93021249,STELLA_7313028405
MXG_93021250,STELLA_7313028438
MXG_93021251,STELLA_7313028362
MXG_93021252,STELLA_7313028349
MXG_93021254,STELLA_7313028366
MXG_93021255,STELLA_7313028377
MXG_93021256,STELLA_7313028445
MXG_93023263,STELLA_7312731667
MXG_93023264,STELLA_7312731668
MXG_93025099,STELLA_7313055675
MXG_93025294,STELLA_7313016232
MXG_93025866,STELLA_7313076378
MXG_93026172,STELLA_7313013981
MXG_93026248,STELLA_7313085624
MXG_93026340,STELLA_7313061309
MXG_93027287,STELLA_7313055786
MXG_93028175,STELLA_7313052904
MXG_93030007,STELLA_7313052759
MXG_93030384,STELLA_7313079680
MXG_93031432,STELLA_7313034093
MXG_93050622,STELLA_7313025347
MXG_93050626,STELLA_7313025082
MXG_93050627,STELLA_7313025129
MXG_93050768,STELLA_7313088636
MXG_93051920,STELLA_7313025922
MXG_93053130,STELLA_7313052636
MXG_93054218,STELLA_7313097682
MXG_93054589,STELLA_7313031142
MXG_93055741,STELLA_7313055559
MXG_93055917,STELLA_7313016699
MXG_93056325,STELLA_7313028685
MXG_93056387,STELLA_7313025767
MXG_93058333,STELLA_7313064797
MXG_93058368,STELLA_7313064076
MXG_93061065,STELLA_7313082463
MXG_93063452,STELLA_7313034740
MXG_93063457,STELLA_7313034700
MXG_93063751,STELLA_7313061471
MXG_93063837,STELLA_7313040715
MXG_93065024,STELLA_7313079033
MXG_93065128,STELLA_7313052392
MXG_93070643,STELLA_7313085074
MXG_93070783,STELLA_7313016345
MXG_93084703,STELLA_7313058628
MXG_93092250,STELLA_7313037828
MXG_93092660,STELLA_7313034623
MXG_93092724,STELLA_7313052747
MXG_93092872,STELLA_7313487845
MXG_93092908,STELLA_7313094793
MXG_93093925,STELLA_7313031537
MXG_93094072,STELLA_7313049402
MXG_93094073,STELLA_7313049358
MXG_93094074,STELLA_7313049784
MXG_93094076,STELLA_7313049362
MXG_93094077,STELLA_7313052060
MXG_93094078,STELLA_7313052096
MXG_93094104,STELLA_7313061643
MXG_93094110,STELLA_7313064503
MXG_93094111,STELLA_7313064343
MXG_93094112,STELLA_7313064345
MXG_93094725,STELLA_7313013821
MXG_93094944,STELLA_7313055477
MXG_93098893,STELLA_7313046986
MXG_93099578,STELLA_7313097598
MXG_93099756,STELLA_7313049399
MXG_93099807,STELLA_7313076190
MXG_93099811,STELLA_7313064431
MXG_93100483,STELLA_7313055755
MXG_93100515,STELLA_7313103123
MXG_93100688,STELLA_7313013911
MXG_93100691,STELLA_7313013989
MXG_93100702,STELLA_7313034996
MXG_93100707,STELLA_7313037045
MXG_93100846,STELLA_7313061519
MXG_93102727,STELLA_7313421314
MXG_93121744,STELLA_7313058994
MXG_93121795,STELLA_7313061392
MXG_93124832,STELLA_7313061246
MXG_93124835,STELLA_7313061119
MXG_93124866,STELLA_7313055211
MXG_93124869,STELLA_7313052885
MXG_93124870,STELLA_7313052906
MXG_93124871,STELLA_7313052905
MXG_93125294,STELLA_7313040576
MXG_93125295,STELLA_7313040425
MXG_93125296,STELLA_7313040530
MXG_93125297,STELLA_7313040408
MXG_93125298,STELLA_7313040696
MXG_93125299,STELLA_7313040565
MXG_93125300,STELLA_7313421040
MXG_93125301,STELLA_7313076957
MXG_93125302,STELLA_7313076983
MXG_93125303,STELLA_7313076920
MXG_93126427,STELLA_7313055447
MXG_93126765,STELLA_7313094529
MXG_93132432,STELLA_7313058351
MXG_93132509,STELLA_7313086048
MXG_93132867,STELLA_7313058983
MXG_93133701,STELLA_7313046387
MXG_93133709,STELLA_7313046410
MXG_93135957,STELLA_7313058780
MXG_93135985,STELLA_7313055628
MXG_93135987,STELLA_7313055785
MXG_93136259,STELLA_7313028827
MXG_93136394,STELLA_7313046664
MXG_93136412,STELLA_7313055188
MXG_93136415,STELLA_7313055338
MXG_93136456,STELLA_7313079709
MXG_93138131,STELLA_7313040578
MXG_93138393,STELLA_7313088988
MXG_93138455,STELLA_7313025892
MXG_93138902,STELLA_7313034679
MXG_93139797,STELLA_7313025944
MXG_93140474,STELLA_7313046173
MXG_93163158,STELLA_7313058492
MXG_93163162,STELLA_7313058616
MXG_93163167,STELLA_7313058584
MXG_93163237,STELLA_7313088086
MXG_93165012,STELLA_7313085657
MXG_93166798,STELLA_7313085410
MXG_93167734,STELLA_7313022714
MXG_93168420,STELLA_7313055476
MXG_93170317,STELLA_7313055138
MXG_93170446,STELLA_7313097367
MXG_93171133,STELLA_7313046726
MXG_93173786,STELLA_7313052081
MXG_93174987,STELLA_7313028981
MXG_93175620,STELLA_7313076051
MXG_93176386,STELLA_7313037201
MXG_93177988,STELLA_7313091055
MXG_93194502,STELLA_7313013352
MXG_93194508,STELLA_7313013321
MXG_93194510,STELLA_7313013664
MXG_93194511,STELLA_7313013373
MXG_93194515,STELLA_7313013470
MXG_93194529,STELLA_7313031218
MXG_93194531,STELLA_7313031520
MXG_93194539,STELLA_7313031322
MXG_93195320,STELLA_7313094087
MXG_93195325,STELLA_7313094740
MXG_93195340,STELLA_7313091707
MXG_93195341,STELLA_7313091615
MXG_93195357,STELLA_7313091347
MXG_93197483,STELLA_7313088213
MXG_93197696,STELLA_7313025543
MXG_93198927,STELLA_7313028803
MXG_93202215,STELLA_7313022762
MXG_93202239,STELLA_7313013443
MXG_93202679,STELLA_7313022367
MXG_93202688,STELLA_7313022758
MXG_93202689,STELLA_7313022496
MXG_93202692,STELLA_7313022883
MXG_93202750,STELLA_7313037126
MXG_93202783,STELLA_7313040028
MXG_93203334,STELLA_7313055158
MXG_93203335,STELLA_7313055152
MXG_93205402,STELLA_7313031987
MXG_93205426,STELLA_7313034528
MXG_93218215,STELLA_7313052354
MXG_93218348,STELLA_7313079560
MXG_93218562,STELLA_7313028921
MXG_93222865,STELLA_7313061665
MXG_93226072,STELLA_7313097116
MXG_93226074,STELLA_7313097176
MXG_93226075,STELLA_7313097245
MXG_93226077,STELLA_7313097101
MXG_93226078,STELLA_7313097140
MXG_93226079,STELLA_7313097115
MXG_93226080,STELLA_7313097677
MXG_93226081,STELLA_7313097648
MXG_93226082,STELLA_7313097645
MXG_93226083,STELLA_7313097841
MXG_93226084,STELLA_7313097848
MXG_93226085,STELLA_7313097811
MXG_93226086,STELLA_7313097833
MXG_93226087,STELLA_7313097810
MXG_93226120,STELLA_7313085245
MXG_93226121,STELLA_7313085220
MXG_93226122,STELLA_7313085330
MXG_93226123,STELLA_7313085321
MXG_93226130,STELLA_7313085060
MXG_93226728,STELLA_7313037592
MXG_93226737,STELLA_7313040069
MXG_93226767,STELLA_7313040449
MXG_93226771,STELLA_7313040382
MXG_93226793,STELLA_7312731775
MXG_93226794,STELLA_7312731776
MXG_93227008,STELLA_7313028367
MXG_93227010,STELLA_7313028973
MXG_93228050,STELLA_7313040666
MXG_93228057,STELLA_7313040695
MXG_93231389,STELLA_7313076099
MXG_93235154,STELLA_7313013782
MXG_93253561,STELLA_7313079729
MXG_93258840,STELLA_7313076377
MXG_93258841,STELLA_7313076222
MXG_93259037,STELLA_7313082611
MXG_93259526,STELLA_7313016339
MXG_93259575,STELLA_7313013513
MXG_93259679,STELLA_7313037763
MXG_93261722,STELLA_7313088531
MXG_93261723,STELLA_7313088617
MXG_93261724,STELLA_7313490021
MXG_93261725,STELLA_7313088474
MXG_93261766,STELLA_7313082327
MXG_93261768,STELLA_7313082319
MXG_93261769,STELLA_7313082348
MXG_93261770,STELLA_7313082401
MXG_93261771,STELLA_7313082363
MXG_93261772,STELLA_7313082036
MXG_93262727,STELLA_7313022006
MXG_93264570,STELLA_7313052765
MXG_93265184,STELLA_7313058830
MXG_93265541,STELLA_7313079633
MXG_93265543,STELLA_7313079710
MXG_93265560,STELLA_7313079217
MXG_93265647,STELLA_7313097692
MXG_93265681,STELLA_7313097178
MXG_93265861,STELLA_7313049902
MXG_93265939,STELLA_7313064814
MXG_93266976,STELLA_7313511441
MXG_93267215,STELLA_7313046744
MXG_93267277,STELLA_7313040383
MXG_93270405,STELLA_7313037367
MXG_93287122,STELLA_7313025873
MXG_93287150,STELLA_7313022942
MXG_93287360,STELLA_7313076017
MXG_93287437,STELLA_7313103205
MXG_93287844,STELLA_7313052974
MXG_93288512,STELLA_7313052665
MXG_93290470,STELLA_7313046626
MXG_93291125,STELLA_7313085376
MXG_93291126,STELLA_7313085273
MXG_93292018,STELLA_7313082643
MXG_93292790,STELLA_7313061194
MXG_93294383,STELLA_7313013546
MXG_93294704,STELLA_7313025439
MXG_93294706,STELLA_7313025419
MXG_93294708,STELLA_7313025481
MXG_93294709,STELLA_7313025451
MXG_93294710,STELLA_7313022018
MXG_93294712,STELLA_7313022092
MXG_93294713,STELLA_7313022105
MXG_93294786,STELLA_7313016965
MXG_93294787,STELLA_7313016929
MXG_93294789,STELLA_7313016871
MXG_93294790,STELLA_7313016909
MXG_93296312,STELLA_7313055123
MXG_93296337,STELLA_7313097033
MXG_93296344,STELLA_7313097039
MXG_93299000,STELLA_7313091830
MXG_93299072,STELLA_7313088202
MXG_93299474,STELLA_7313091614
MXG_93299863,STELLA_7313097292
MXG_93304102,STELLA_7313034542
MXG_93304103,STELLA_7313034604
MXG_93304104,STELLA_7313034541
MXG_93310243,STELLA_7312731656
MXG_93310244,STELLA_7312731657
MXG_93316328,STELLA_7312731702
MXG_93316329,STELLA_7312731703
MXG_93316330,STELLA_7312731704
MXG_93327344,STELLA_7313013558
MXG_93327695,STELLA_7313034433
MXG_93329298,STELLA_7313091647
MXG_93329320,STELLA_7313061686
MXG_93332118,STELLA_7313064773
MXG_93333238,STELLA_7313025181
MXG_93333303,STELLA_7313091854
MXG_93335785,STELLA_7313082885
MXG_93351541,STELLA_7313085602
MXG_93351560,STELLA_7313103118
MXG_93351566,STELLA_7313088033
MXG_93351574,STELLA_7313088174
MXG_93351580,STELLA_7313088316
MXG_93351586,STELLA_7313088420
MXG_93352083,STELLA_7313094843
MXG_93352100,STELLA_7313055054
MXG_93352101,STELLA_7313055137
MXG_93352103,STELLA_7313055056
MXG_93354142,STELLA_7313028765
MXG_93355499,STELLA_7313031092
MXG_93355904,STELLA_7313085791
MXG_93356065,STELLA_7313091504
MXG_93358378,STELLA_7313076330
MXG_93358518,STELLA_7313031087
MXG_93358616,STELLA_7313094842
MXG_93359376,STELLA_7313016461
MXG_93359378,STELLA_7313016426
MXG_93359400,STELLA_7313025177
MXG_93359401,STELLA_7313331022
MXG_93359402,STELLA_7313022941
MXG_93364155,STELLA_7313076562
MXG_93364157,STELLA_7313076614
MXG_93365193,STELLA_7313052583
MXG_93365196,STELLA_7313052671
MXG_93365454,STELLA_7313055841
MXG_93365474,STELLA_7313058076
MXG_93367649,STELLA_7313058168
MXG_93370488,STELLA_7313076384
MXG_93370636,STELLA_7313031126
MXG_93386373,STELLA_7313055918
MXG_93388007,STELLA_7313094085
MXG_93388009,STELLA_7313097037
MXG_93388245,STELLA_7313049691
MXG_93388385,STELLA_7313028628
MXG_93388425,STELLA_7313082233
MXG_93390044,STELLA_7313061569
MXG_93390436,STELLA_7313076919
MXG_93390461,STELLA_7313079534
MXG_93397831,STELLA_7313091281
MXG_93399416,STELLA_7313013097
MXG_93399769,STELLA_7313031951
MXG_93401425,STELLA_7313040712
MXG_93401428,STELLA_7313022628
MXG_93401433,STELLA_7313022617
MXG_93417487,STELLA_7313094831
MXG_93419920,STELLA_7313025081
MXG_93420012,STELLA_7313034030
MXG_93420030,STELLA_7313037967
MXG_93420078,STELLA_7313037150
MXG_93420079,STELLA_7313037029
MXG_93420080,STELLA_7313037298
MXG_93420083,STELLA_7313037283
MXG_93420085,STELLA_7313076940
MXG_93420451,STELLA_7313034863
MXG_93420462,STELLA_7313031604
MXG_93420535,STELLA_7312731739
MXG_93420536,STELLA_7312731740
MXG_93420537,STELLA_7312731741
MXG_93421056,STELLA_7313016714
MXG_93421238,STELLA_7313061108
MXG_93421336,STELLA_7313031920
MXG_93421337,STELLA_7313031893
MXG_93421339,STELLA_7313034188
MXG_93422396,STELLA_7313016818
MXG_93422400,STELLA_7313082011
MXG_93423845,STELLA_7313058075
MXG_93423963,STELLA_7313034768
MXG_93424742,STELLA_7313061085
MXG_93425274,STELLA_7313052099
MXG_93444591,STELLA_7313016985
MXG_93446570,STELLA_7313058375
MXG_93446813,STELLA_7313082621
MXG_93448114,STELLA_7313088666
MXG_93448115,STELLA_7313088672
MXG_93448125,STELLA_7313490203
MXG_93448126,STELLA_7313091189
MXG_93448128,STELLA_7313091167
MXG_93448129,STELLA_7313091135
MXG_93448130,STELLA_7313088924
MXG_93448131,STELLA_7313088912
MXG_93448132,STELLA_7313088896
MXG_93448133,STELLA_7313088937
MXG_93449194,STELLA_7313055808
MXG_93449195,STELLA_7313055896
MXG_93449196,STELLA_7313055756
MXG_93449742,STELLA_7313037202
MXG_93450089,STELLA_7313085177
MXG_93450091,STELLA_7313085070
MXG_93450093,STELLA_7313082914
MXG_93450758,STELLA_7313028188
MXG_93450761,STELLA_7313028250
MXG_93450801,STELLA_7313022570
MXG_93450909,STELLA_7313086046
MXG_93451528,STELLA_7313046494
MXG_93452345,STELLA_7313076825
MXG_93452704,STELLA_7313076354
MXG_93453004,STELLA_7313013847
MXG_93453006,STELLA_7313013889
MXG_93453008,STELLA_7313013625
MXG_93453015,STELLA_7313328672
MXG_93453016,STELLA_7313013274
MXG_93453053,STELLA_7313022321
MXG_93453055,STELLA_7313022507
MXG_93453057,STELLA_7313022275
MXG_93453058,STELLA_7313022228
MXG_93453059,STELLA_7313022159
MXG_93454471,STELLA_7313082809
MXG_93454473,STELLA_7313082364
MXG_93454474,STELLA_7313421371
MXG_93454475,STELLA_7313082956
MXG_93454476,STELLA_7313082432
MXG_93469398,STELLA_7313331171
MXG_93470177,STELLA_7313064480
MXG_93475157,STELLA_7313031763
MXG_93475750,STELLA_7313097553
MXG_93475798,STELLA_7313094471
MXG_93477597,STELLA_7313079968
MXG_93477599,STELLA_7313079888
MXG_93477601,STELLA_7313079359
MXG_93477606,STELLA_7313076905
MXG_93477727,STELLA_7313049912
MXG_93477730,STELLA_7313049785
MXG_93477929,STELLA_7313097554
MXG_93477935,STELLA_7313097773
MXG_93478640,STELLA_7313034187
MXG_93478975,STELLA_7313418794
MXG_93480473,STELLA_7313058788
MXG_93480475,STELLA_7313058442
MXG_93480478,STELLA_7313058561
MXG_93480479,STELLA_7313058700
MXG_93480481,STELLA_7313058560
MXG_93480482,STELLA_7313058529
MXG_93480582,STELLA_7313037705
MXG_93480583,STELLA_7313355487
MXG_93480584,STELLA_7313355217
MXG_93480585,STELLA_7313037299
MXG_93483184,STELLA_7313049844
MXG_93483588,STELLA_7313040838
MXG_93483951,STELLA_7313061579
MXG_93484144,STELLA_7313028886
MXG_93485849,STELLA_7313025961
MXG_93485856,STELLA_7313025607
MXG_93488286,STELLA_7313088154
MXG_93488290,STELLA_7313088085
MXG_93489360,STELLA_7313040325
MXG_93489363,STELLA_7313040210
MXG_93489449,STELLA_7313013503
MXG_93489451,STELLA_7313013525
MXG_93490020,STELLA_7313016837
MXG_93506490,STELLA_7313091719
MXG_93507415,STELLA_7313025199
MXG_93507582,STELLA_7313049125
MXG_93507666,STELLA_7313064997
MXG_93510916,STELLA_7313088605
MXG_93510923,STELLA_7313088949
MXG_93510924,STELLA_7313088836
MXG_93511172,STELLA_7313034655
MXG_93513075,STELLA_7313061380
MXG_93513076,STELLA_7313061295
MXG_93513077,STELLA_7313061727
MXG_93513331,STELLA_7313034161
MXG_93513333,STELLA_7313034297
MXG_93513336,STELLA_7313034467
MXG_93513510,STELLA_7313079589
MXG_93514292,STELLA_7313361123
MXG_93514638,STELLA_7313031957
MXG_93515149,STELLA_7313040994
MXG_93515250,STELLA_7313061366
MXG_93515623,STELLA_7313055697
MXG_93517428,STELLA_7313061467
MXG_93517452,STELLA_7313064099
MXG_93518026,STELLA_7313094060
MXG_93519277,STELLA_7313079202
MXG_93519434,STELLA_7313025742
MXG_93519435,STELLA_7313025660
MXG_93519611,STELLA_7313061281
MXG_93519612,STELLA_7313064010
MXG_93521295,STELLA_7313013353
MXG_93532971,STELLA_7313040554
MXG_93545483,STELLA_7313088716
MXG_93545484,STELLA_7313052996
MXG_93545486,STELLA_7313088667
MXG_93545488,STELLA_7313088784
MXG_93545521,STELLA_7313418976
MXG_93545522,STELLA_7313098027
MXG_93545523,STELLA_7313077005
MXG_93545525,STELLA_7313418921
MXG_93549434,STELLA_7313061340
MXG_93550955,STELLA_7313079985
MXG_93571468,STELLA_7313088084
MXG_93571470,STELLA_7313088212
MXG_93571471,STELLA_7313088120
MXG_93571472,STELLA_7313088176
MXG_93571482,STELLA_7313088365
MXG_93571483,STELLA_7313088323
MXG_93571484,STELLA_7313088425
MXG_93571486,STELLA_7313088381
MXG_93571487,STELLA_7313088321
MXG_93575782,STELLA_7313064731
MXG_93577704,STELLA_7313017009
MXG_93577708,STELLA_7313016966
MXG_93577933,STELLA_7313058662
MXG_93578086,STELLA_7313082633
MXG_93578099,STELLA_7313088042
MXG_93578102,STELLA_7313094301
MXG_93578172,STELLA_7313013101
MXG_93581978,STELLA_7313049361
MXG_93581980,STELLA_7313049291
MXG_93581983,STELLA_7313049771
MXG_93581988,STELLA_7313049737
MXG_93582138,STELLA_7313088580
MXG_93582419,STELLA_7313058256
MXG_93583306,STELLA_7313055416
MXG_93583506,STELLA_7313016110
MXG_93585289,STELLA_7313088963
MXG_93585589,STELLA_7313064564
MXG_93586727,STELLA_7313040279
MXG_93586762,STELLA_7313037237
MXG_93609845,STELLA_7313028325
MXG_93612836,STELLA_7313076064
MXG_93613187,STELLA_7313052181
MXG_93613211,STELLA_7313055709
MXG_93613228,STELLA_7313055571
MXG_93615133,STELLA_7313094582
MXG_93615207,STELLA_7313013145
MXG_93615211,STELLA_7313031276
MXG_93615333,STELLA_7313052564
MXG_93615422,STELLA_7313055003
MXG_93616453,STELLA_7313103220
MXG_93616458,STELLA_7313097038
MXG_93616823,STELLA_7313085161
MXG_93616826,STELLA_7313085237
MXG_93617215,STELLA_7313076728
MXG_93617457,STELLA_7313028443
MXG_93617796,STELLA_7313094904
MXG_93618434,STELLA_7313049278
MXG_93618622,STELLA_7313097228
MXG_93620217,STELLA_7312731806
MXG_93620218,STELLA_7312731807
MXG_93624001,STELLA_7313082496
MXG_93624422,STELLA_7313085331
MXG_93624424,STELLA_7313085450
MXG_93624441,STELLA_7313085216
MXG_93624443,STELLA_7313085458
MXG_93624581,STELLA_7313013793
MXG_93627286,STELLA_7313016436
MXG_93627520,STELLA_7313097414
MXG_93627521,STELLA_7313097369
MXG_93628062,STELLA_7313487957
MXG_93628304,STELLA_7313055197
MXG_93628306,STELLA_7313055258
MXG_93628733,STELLA_7313079473
MXG_93628736,STELLA_7313079521
MXG_93628889,STELLA_7313082088
MXG_93629473,STELLA_7313022087
MXG_93656814,STELLA_7313055986
MXG_93656816,STELLA_7313058443
MXG_93656817,STELLA_7313058583
MXG_93656819,STELLA_7313058789
MXG_93656820,STELLA_7313058899
MXG_93656843,STELLA_7313058982
MXG_93656845,STELLA_7313058898
MXG_93656846,STELLA_7313058853
MXG_93656847,STELLA_7313058953
MXG_93659516,STELLA_7313091868
MXG_93659724,STELLA_7313046232
MXG_93662202,STELLA_7313055249
MXG_93664969,STELLA_7313080006
MXG_93665681,STELLA_7313037519
MXG_93668119,STELLA_7313052280
MXG_93672464,STELLA_7313055189
MXG_93680370,STELLA_7313052006
MXG_93694641,STELLA_7313079034
MXG_93694668,STELLA_7313076558
MXG_93695070,STELLA_7313037165
MXG_93695073,STELLA_7313037175
MXG_93695168,STELLA_7313055654
MXG_93695379,STELLA_7313046059
MXG_93695380,STELLA_7313013910
MXG_93696334,STELLA_7313031494
MXG_93696336,STELLA_7313031521
MXG_93696337,STELLA_7313331737
MXG_93696338,STELLA_7313034712
MXG_93696423,STELLA_7313055521
MXG_93696425,STELLA_7313055464
MXG_93704297,STELLA_7313082041
MXG_93705452,STELLA_7313055746
MXG_93705454,STELLA_7313055733
MXG_93705459,STELLA_7313055827
MXG_93712226,STELLA_7313088767
MXG_93712288,STELLA_7313088309
MXG_93724947,STELLA_7313079679
MXG_93725275,STELLA_7313016640
MXG_93725281,STELLA_7313013879
MXG_93725439,STELLA_7313064187
MXG_93725988,STELLA_7313511098
MXG_93726066,STELLA_7313079895
MXG_93726269,STELLA_7313034105
MXG_93729818,STELLA_7313061075
MXG_93729951,STELLA_7313088260
MXG_93729958,STELLA_7313088297
MXG_93730223,STELLA_7313013479
MXG_93731618,STELLA_7313337072
MXG_93731640,STELLA_7313031913
MXG_93731641,STELLA_7313031878
MXG_93733580,STELLA_7313091648
MXG_93733599,STELLA_7313091964
MXG_93733803,STELLA_7313034328
MXG_93735722,STELLA_7313094542
MXG_93736367,STELLA_7313022597
MXG_93736485,STELLA_7313040129
MXG_93737644,STELLA_7313022902
