Ref_base,Ref_roll
MXG_106334356,STELLA_7313781477
MXG_106334357,STELLA_7313781476
MXG_106334358,STELLA_7313781467
MXG_106334359,STELLA_7313781567
MXG_106334360,STELLA_7313781246
MXG_106334361,STELLA_7313778925
MXG_106334362,STELLA_7313778939
MXG_106334365,STELLA_7313779010
MXG_106334366,STELLA_7313781459
MXG_106334603,STELLA_7313817451
MXG_106334720,STELLA_7313799913
MXG_106334721,STELLA_7313799623
MXG_106336168,STELLA_7313775060
MXG_106336197,STELLA_7313772740
MXG_106336514,STELLA_7313796506
MXG_106336765,STELLA_7313808628
MXG_106336870,STELLA_7313817049
MXG_106337015,STELLA_7313772948
MXG_106337102,STELLA_7313820624
MXG_106337103,STELLA_7313820599
MXG_106337104,STELLA_7313820603
MXG_106337105,STELLA_7313820598
MXG_106337596,STELLA_7313820304
MXG_106338911,STELLA_7313739465
MXG_106338912,STELLA_7313739466
MXG_106338918,STELLA_7313829216
MXG_106339036,STELLA_7313817431
MXG_106339328,STELLA_7313820323
MXG_106339329,STELLA_7313820301
MXG_106339345,STELLA_7313820122
MXG_106340967,STELLA_7313793644
MXG_106341011,STELLA_7313799748
MXG_106341175,STELLA_7313784259
MXG_106341247,STELLA_7313835038
MXG_106341248,STELLA_7313835123
MXG_106341249,STELLA_7313835036
MXG_106341250,STELLA_7313835010
MXG_106341251,STELLA_7313832611
MXG_106341252,STELLA_7313832948
MXG_106341326,STELLA_7313817792
MXG_106341333,STELLA_7313817549
MXG_106341439,STELLA_7313805535
MXG_106343464,STELLA_7313832425
MXG_106356517,STELLA_7313799829
MXG_106357143,STELLA_7313739202
MXG_106357144,STELLA_7313739203
MXG_106357685,STELLA_7313829458
MXG_106357686,STELLA_7313829528
MXG_106357687,STELLA_7313829283
MXG_106359425,STELLA_7313808519
MXG_106361095,STELLA_7313799709
MXG_106361374,STELLA_7313826399
MXG_106361375,STELLA_7313805063
MXG_106361487,STELLA_7313790724
MXG_106362786,STELLA_7313793068
MXG_106362789,STELLA_7313739424
MXG_106362791,STELLA_7313739425
MXG_106362792,STELLA_7313739426
MXG_106363900,STELLA_7313739293
MXG_106363901,STELLA_7313739294
MXG_106363902,STELLA_7313739295
MXG_106363929,STELLA_7313886007
MXG_106363930,STELLA_7313886008
MXG_106364353,STELLA_7313832933
MXG_106364939,STELLA_7313793560
MXG_106365074,STELLA_7313781423
MXG_106365167,STELLA_7313781860
MXG_106365322,STELLA_7313817742
MXG_106365667,STELLA_7313835185
MXG_106365668,STELLA_7313883423
MXG_106365763,STELLA_7313817649
MXG_106365793,STELLA_7313817556
MXG_106365795,STELLA_7313817488
MXG_106365816,STELLA_7313790991
MXG_106365818,STELLA_7313793080
MXG_106365826,STELLA_7313790967
MXG_106365882,STELLA_7313802614
MXG_106365888,STELLA_7313802824
MXG_106366134,STELLA_7313829605
MXG_106367893,STELLA_7313832471
MXG_106367908,STELLA_7313805173
MXG_106368028,STELLA_7313793930
MXG_106368032,STELLA_7313793771
MXG_106368035,STELLA_7313883475
MXG_106368037,STELLA_7313793743
MXG_106368066,STELLA_7313793290
MXG_106368121,STELLA_7313883517
MXG_106368168,STELLA_7313778705
MXG_106368660,STELLA_7313784243
MXG_106370050,STELLA_7313784915
MXG_106370313,STELLA_7313796732
MXG_106371040,STELLA_7313835424
MXG_106371086,STELLA_7313820058
MXG_106371170,STELLA_7313817683
MXG_106371203,STELLA_7313799253
MXG_106371346,STELLA_7313784822
MXG_106371387,STELLA_7313784951
MXG_106373548,STELLA_7313784921
MXG_106373549,STELLA_7313784880
MXG_106373550,STELLA_7313784885
MXG_106381697,STELLA_7313829694
MXG_106381698,STELLA_7313829658
MXG_106381699,STELLA_7313829675
MXG_106381700,STELLA_7313820715
MXG_106381701,STELLA_7313820742
MXG_106381702,STELLA_7313820678
MXG_106381703,STELLA_7313820684
MXG_106381704,STELLA_7313820727
MXG_106381706,STELLA_7313820748
MXG_106381707,STELLA_7313820760
MXG_106381905,STELLA_7313793163
MXG_106382632,STELLA_7313739330
MXG_106382633,STELLA_7313739331
MXG_106382636,STELLA_7313739289
MXG_106382637,STELLA_7313739290
MXG_106382642,STELLA_7313739285
MXG_106382643,STELLA_7313739286
MXG_106382646,STELLA_7313739281
MXG_106382647,STELLA_7313739282
MXG_106385295,STELLA_7313820573
MXG_106385523,STELLA_7313784861
MXG_106385551,STELLA_7313808945
MXG_106385690,STELLA_7313835324
MXG_106385717,STELLA_7313817271
MXG_106385719,STELLA_7313817174
MXG_106385798,STELLA_7313817879
MXG_106386073,STELLA_7313778844
MXG_106386074,STELLA_7313778955
MXG_106386098,STELLA_7313779051
MXG_106386099,STELLA_7313781533
MXG_106386101,STELLA_7313883426
MXG_106390192,STELLA_7313883547
MXG_106390193,STELLA_7313832040
MXG_106390195,STELLA_7313829913
MXG_106390196,STELLA_7313832021
MXG_106390197,STELLA_7313829987
MXG_106390198,STELLA_7313829975
MXG_106390199,STELLA_7313832163
MXG_106390200,STELLA_7313883477
MXG_106390201,STELLA_7313826239
MXG_106390202,STELLA_7313826094
MXG_106390203,STELLA_7313826025
MXG_106390204,STELLA_7313826125
MXG_106390206,STELLA_7313826049
MXG_106390207,STELLA_7313826154
MXG_106390208,STELLA_7313826026
MXG_106390209,STELLA_7313826073
MXG_106390213,STELLA_7313826370
MXG_106390214,STELLA_7313826344
MXG_106390711,STELLA_7313805348
MXG_106390712,STELLA_7313805288
MXG_106390713,STELLA_7313805255
MXG_106390714,STELLA_7313805336
MXG_106390715,STELLA_7313805375
MXG_106390716,STELLA_7313805324
MXG_106390717,STELLA_7313805312
MXG_106390718,STELLA_7313805405
MXG_106390719,STELLA_7313805363
MXG_106390722,STELLA_7313805233
MXG_106390724,STELLA_7313883602
MXG_106390728,STELLA_7313805220
MXG_106390730,STELLA_7313805715
MXG_106390731,STELLA_7313805701
MXG_106390732,STELLA_7313805766
MXG_106390739,STELLA_7313805747
MXG_106390743,STELLA_7313805555
MXG_106390746,STELLA_7313805497
MXG_106390748,STELLA_7313805609
MXG_106390749,STELLA_7313805541
MXG_106390750,STELLA_7313808085
MXG_106390752,STELLA_7313805985
MXG_106390753,STELLA_7313883489
MXG_106390754,STELLA_7313808070
MXG_106390756,STELLA_7313808180
MXG_106390758,STELLA_7313889024
MXG_106390813,STELLA_7313790514
MXG_106391017,STELLA_7313829550
MXG_106391103,STELLA_7313808994
MXG_106391248,STELLA_7313796871
MXG_106391937,STELLA_7313820167
MXG_106391938,STELLA_7313820169
MXG_106392330,STELLA_7313829325
MXG_106392331,STELLA_7313829552
MXG_106392332,STELLA_7313829320
MXG_106392333,STELLA_7313829415
MXG_106406481,STELLA_7313790947
MXG_106407901,STELLA_7313829142
MXG_106407902,STELLA_7313829092
MXG_106407903,STELLA_7313829360
MXG_106407904,STELLA_7313829192
MXG_106407905,STELLA_7313829188
MXG_106407906,STELLA_7313829036
MXG_106407907,STELLA_7313829296
MXG_106407908,STELLA_7313826982
MXG_106407909,STELLA_7313829264
MXG_106407910,STELLA_7313829416
MXG_106407911,STELLA_7313829514
MXG_106407912,STELLA_7313829489
MXG_106407913,STELLA_7313829374
MXG_106407914,STELLA_7313829535
MXG_106407915,STELLA_7313829437
MXG_106407920,STELLA_7313832265
MXG_106407922,STELLA_7313832294
MXG_106407924,STELLA_7313832241
MXG_106407947,STELLA_7313829849
MXG_106408001,STELLA_7313820507
MXG_106408081,STELLA_7313817635
MXG_106408208,STELLA_7313790512
MXG_106408225,STELLA_7313793367
MXG_106408226,STELLA_7313793282
MXG_106408227,STELLA_7313793284
MXG_106408367,STELLA_7313775220
MXG_106408502,STELLA_7313808775
MXG_106408508,STELLA_7313808886
MXG_106408596,STELLA_7313805632
MXG_106408690,STELLA_7313793245
MXG_106408715,STELLA_7313778147
MXG_106408717,STELLA_7313778131
MXG_106408718,STELLA_7313778257
MXG_106408719,STELLA_7313778165
MXG_106408721,STELLA_7313778312
MXG_106408876,STELLA_7313739194
MXG_106408877,STELLA_7313739195
MXG_106409095,STELLA_7313796619
MXG_106409486,STELLA_7313802029
MXG_106409488,STELLA_7313799747
MXG_106409500,STELLA_7313790722
MXG_106411146,STELLA_7313829695
MXG_106411147,STELLA_7313830009
MXG_106411173,STELLA_7313829282
MXG_106411175,STELLA_7313829204
MXG_106411176,STELLA_7313829186
MXG_106411177,STELLA_7313829265
MXG_106411178,STELLA_7313829181
MXG_106411179,STELLA_7313829185
MXG_106411180,STELLA_7313832510
MXG_106411181,STELLA_7313832455
MXG_106411182,STELLA_7313832512
MXG_106411183,STELLA_7313832606
MXG_106411184,STELLA_7313832589
MXG_106411187,STELLA_7313832604
MXG_106411204,STELLA_7313817446
MXG_106411310,STELLA_7313799911
MXG_106411318,STELLA_7313799928
MXG_106411370,STELLA_7313802317
MXG_106411372,STELLA_7313802176
MXG_106411373,STELLA_7313802177
MXG_106411417,STELLA_7313790990
MXG_106411418,STELLA_7313793133
MXG_106411420,STELLA_7313784920
MXG_106411422,STELLA_7313784937
MXG_106411423,STELLA_7313784952
MXG_106411424,STELLA_7313784955
MXG_106411427,STELLA_7313808838
MXG_106411429,STELLA_7313808534
MXG_106411431,STELLA_7313784891
MXG_106411432,STELLA_7313784899
MXG_106411433,STELLA_7313784908
MXG_106411434,STELLA_7313784926
MXG_106411435,STELLA_7313784936
MXG_106411522,STELLA_7313775361
MXG_106411523,STELLA_7313775261
MXG_106411524,STELLA_7313775246
MXG_106412187,STELLA_7313817163
MXG_106412296,STELLA_7313799254
MXG_106412605,STELLA_7313805948
MXG_106412606,STELLA_7313808031
MXG_106412673,STELLA_7313803004
MXG_106413577,STELLA_7313796840
MXG_106415231,STELLA_7313808399
MXG_106415462,STELLA_7313778929
MXG_106416462,STELLA_7313820677
MXG_106416493,STELLA_7313739241
MXG_106416494,STELLA_7313739242
MXG_106417841,STELLA_7313817370
MXG_106417967,STELLA_7313799521
MXG_106418496,STELLA_7313793275
MXG_106418497,STELLA_7313793273
MXG_106418499,STELLA_7313793287
MXG_106418500,STELLA_7313778686
MXG_106418501,STELLA_7313778789
MXG_106418503,STELLA_7313778909
MXG_106418509,STELLA_7313778804
MXG_106418510,STELLA_7313778416
MXG_106418512,STELLA_7313778384
MXG_106418513,STELLA_7313778369
MXG_106418515,STELLA_7313778413
MXG_106418516,STELLA_7313778793
MXG_106418531,STELLA_7313781608
MXG_106418532,STELLA_7313781614
MXG_106418534,STELLA_7313781588
MXG_106418535,STELLA_7313781573
MXG_106418537,STELLA_7313781565
MXG_106418539,STELLA_7313781414
MXG_106418550,STELLA_7313781393
MXG_106418551,STELLA_7313781005
MXG_106418553,STELLA_7313781586
MXG_106418554,STELLA_7313781160
MXG_106418555,STELLA_7313781148
MXG_106418556,STELLA_7313781156
MXG_106418557,STELLA_7313781256
MXG_106426908,STELLA_7313784918
MXG_106426914,STELLA_7313784914
MXG_106426917,STELLA_7313784900
MXG_106426920,STELLA_7313784917
MXG_106426921,STELLA_7313784890
MXG_106426924,STELLA_7313784902
MXG_106426926,STELLA_7313784911
MXG_106426932,STELLA_7313784860
MXG_106426933,STELLA_7313784859
MXG_106427459,STELLA_7313778561
MXG_106427460,STELLA_7313778430
MXG_106427461,STELLA_7313778706
MXG_106427462,STELLA_7313778434
MXG_106427463,STELLA_7313778288
MXG_106427464,STELLA_7313778339
MXG_106427465,STELLA_7313778341
MXG_106427466,STELLA_7313778482
MXG_106427467,STELLA_7313778318
MXG_106427468,STELLA_7313778376
MXG_106427469,STELLA_7313778320
MXG_106427470,STELLA_7313778208
MXG_106427471,STELLA_7313778200
MXG_106427472,STELLA_7313778201
MXG_106427473,STELLA_7313874361
MXG_106427474,STELLA_7313778232
MXG_106427481,STELLA_7313781460
MXG_106427482,STELLA_7313781496
MXG_106427483,STELLA_7313781596
MXG_106427484,STELLA_7313781617
MXG_106427485,STELLA_7313781416
MXG_106429306,STELLA_7313826788
MXG_106431799,STELLA_7313805840
MXG_106431804,STELLA_7313796923
MXG_106431807,STELLA_7313796904
MXG_106431922,STELLA_7313784218
MXG_106431928,STELLA_7313784231
MXG_106432151,STELLA_7313817380
MXG_106432152,STELLA_7313817450
MXG_106432216,STELLA_7313805483
MXG_106432224,STELLA_7313805522
MXG_106432242,STELLA_7313802887
MXG_106432244,STELLA_7313802820
MXG_106432481,STELLA_7313835312
MXG_106432605,STELLA_7313739322
MXG_106432606,STELLA_7313739323
MXG_106433563,STELLA_7313802139
MXG_106433568,STELLA_7313802318
MXG_106433934,STELLA_7313808398
MXG_106434163,STELLA_7313784708
MXG_106434189,STELLA_7313784070
MXG_106434981,STELLA_7313790586
MXG_106434982,STELLA_7313790564
MXG_106434983,STELLA_7313790613
MXG_106434984,STELLA_7313790753
MXG_106434985,STELLA_7313790670
MXG_106434986,STELLA_7313790691
MXG_106434987,STELLA_7313790776
MXG_106434988,STELLA_7313790513
MXG_106434989,STELLA_7313790539
MXG_106435030,STELLA_7313781918
MXG_106435032,STELLA_7313784110
MXG_106435033,STELLA_7313781941
MXG_106435034,STELLA_7313781989
MXG_106435291,STELLA_7313817090
MXG_106435293,STELLA_7313817140
MXG_106435564,STELLA_7313835009
MXG_106435589,STELLA_7313832008
MXG_106436192,STELLA_7313808128
MXG_106436582,STELLA_7313817385
MXG_106436583,STELLA_7313817282
MXG_106436585,STELLA_7313817285
MXG_106436587,STELLA_7313817498
MXG_106436600,STELLA_7313802895
MXG_106439950,STELLA_7313832334
MXG_106439953,STELLA_7313832594
MXG_106441112,STELLA_7313805740
MXG_106441142,STELLA_7313802896
MXG_106441152,STELLA_7313805059
MXG_106441541,STELLA_7313808207
MXG_106442279,STELLA_7313835275
MXG_106442301,STELLA_7313826640
MXG_106451077,STELLA_7313790714
MXG_106451091,STELLA_7313790725
MXG_106451094,STELLA_7313790821
MXG_106451096,STELLA_7313790721
MXG_106452847,STELLA_7313784176
MXG_106452853,STELLA_7313784220
MXG_106452892,STELLA_7313781660
MXG_106452905,STELLA_7313832012
MXG_106452908,STELLA_7313832016
MXG_106452933,STELLA_7313832329
MXG_106452945,STELLA_7313829390
MXG_106452948,STELLA_7313829417
MXG_106452958,STELLA_7313829182
MXG_106452969,STELLA_7313829862
MXG_106452978,STELLA_7313835696
MXG_106452992,STELLA_7313826497
MXG_106452997,STELLA_7313874560
MXG_106453013,STELLA_7313817959
MXG_106453018,STELLA_7313817937
MXG_106453022,STELLA_7313820249
MXG_106453027,STELLA_7313820312
MXG_106453035,STELLA_7313820127
MXG_106453039,STELLA_7313820197
MXG_106453041,STELLA_7313817603
MXG_106453044,STELLA_7313817601
MXG_106453050,STELLA_7313817572
MXG_106453055,STELLA_7313817634
MXG_106453135,STELLA_7313805034
MXG_106453163,STELLA_7313802551
MXG_106453379,STELLA_7313772756
MXG_106453388,STELLA_7313775100
MXG_106453861,STELLA_7313826910
MXG_106453862,STELLA_7313829063
MXG_106453863,STELLA_7313826875
MXG_106453864,STELLA_7313826898
MXG_106453865,STELLA_7313826994
MXG_106453866,STELLA_7313826947
MXG_106453867,STELLA_7313829143
MXG_106453868,STELLA_7313826541
MXG_106453869,STELLA_7313826502
MXG_106453870,STELLA_7313826639
MXG_106453871,STELLA_7313826612
MXG_106453872,STELLA_7313826731
MXG_106453873,STELLA_7313826942
MXG_106453874,STELLA_7313826743
MXG_106453875,STELLA_7313829130
MXG_106453876,STELLA_7313826959
MXG_106453877,STELLA_7313826820
MXG_106453878,STELLA_7313826755
MXG_106453879,STELLA_7313820848
MXG_106453880,STELLA_7313820936
MXG_106453881,STELLA_7313820894
MXG_106453883,STELLA_7313820911
MXG_106453884,STELLA_7313820977
MXG_106453885,STELLA_7313820989
MXG_106453895,STELLA_7313820869
MXG_106453896,STELLA_7313820762
MXG_106453897,STELLA_7313820867
MXG_106453898,STELLA_7313826009
MXG_106453899,STELLA_7313820763
MXG_106453900,STELLA_7313817351
MXG_106453902,STELLA_7313817230
MXG_106453917,STELLA_7313809003
MXG_106453925,STELLA_7313808908
MXG_106454068,STELLA_7313802030
MXG_106454069,STELLA_7313799597
MXG_106454209,STELLA_7313772937
MXG_106454230,STELLA_7313775614
MXG_106454451,STELLA_7313805152
MXG_106454490,STELLA_7313802348
MXG_106455167,STELLA_7313835158
MXG_106455248,STELLA_7313817962
MXG_106455744,STELLA_7313805794
MXG_106455976,STELLA_7313778775
MXG_106455978,STELLA_7313778704
MXG_106455979,STELLA_7313778732
MXG_106455980,STELLA_7313775301
MXG_106455981,STELLA_7313874333
MXG_106455982,STELLA_7313775233
MXG_106455983,STELLA_7313775166
MXG_106455984,STELLA_7313775405
MXG_106455985,STELLA_7313775681
MXG_106455986,STELLA_7313775245
MXG_106455987,STELLA_7313778066
MXG_106455988,STELLA_7313775207
MXG_106456025,STELLA_7313835018
MXG_106456027,STELLA_7313835088
MXG_106456028,STELLA_7313832992
MXG_106456029,STELLA_7313832974
MXG_106456030,STELLA_7313832277
MXG_106456031,STELLA_7313832333
MXG_106456032,STELLA_7313832188
MXG_106456033,STELLA_7313832187
MXG_106456034,STELLA_7313832228
MXG_106456042,STELLA_7313832023
MXG_106456142,STELLA_7313817432
MXG_106456523,STELLA_7313817916
MXG_106456657,STELLA_7313805388
MXG_106456658,STELLA_7313805465
MXG_106457036,STELLA_7313817281
MXG_106457037,STELLA_7313817321
MXG_106457040,STELLA_7313817145
MXG_106457043,STELLA_7313808996
MXG_106457046,STELLA_7313817024
MXG_106457048,STELLA_7313808979
MXG_106457336,STELLA_7313832859
MXG_106457538,STELLA_7313802201
MXG_106457575,STELLA_7313799878
MXG_106457576,STELLA_7313799912
MXG_106457577,STELLA_7313799910
MXG_106457578,STELLA_7313799889
MXG_106457579,STELLA_7313799595
MXG_106457580,STELLA_7313799891
MXG_106457581,STELLA_7313802294
MXG_106457582,STELLA_7313802118
MXG_106457841,STELLA_7313820056
MXG_106457842,STELLA_7313820100
MXG_106457958,STELLA_7313808151
MXG_106458185,STELLA_7313778950
MXG_106459444,STELLA_7313784672
MXG_106459445,STELLA_7313784707
MXG_106459798,STELLA_7313799043
MXG_106459805,STELLA_7313790950
MXG_106470768,STELLA_7313835008
MXG_106470769,STELLA_7313832858
MXG_106470770,STELLA_7313832603
MXG_106470771,STELLA_7313832896
MXG_106470772,STELLA_7313835017
MXG_106470773,STELLA_7313835030
MXG_106470774,STELLA_7313835040
MXG_106470775,STELLA_7313832602
MXG_106470783,STELLA_7313835723
MXG_106470784,STELLA_7313832580
MXG_106470785,STELLA_7313832588
MXG_106470786,STELLA_7313835221
MXG_106470787,STELLA_7313835184
MXG_106470788,STELLA_7313835236
MXG_106470789,STELLA_7313835102
MXG_106470790,STELLA_7313835186
MXG_106470791,STELLA_7313835044
MXG_106470792,STELLA_7313835139
MXG_106470793,STELLA_7313835320
MXG_106470794,STELLA_7313835042
MXG_106470795,STELLA_7313835160
MXG_106470869,STELLA_7313817827
MXG_106470870,STELLA_7313817773
MXG_106470871,STELLA_7313817771
MXG_106470872,STELLA_7313817788
MXG_106471077,STELLA_7313793548
MXG_106471079,STELLA_7313793355
MXG_106471080,STELLA_7313793964
MXG_106471081,STELLA_7313793983
MXG_106471082,STELLA_7313793922
MXG_106471090,STELLA_7313793769
MXG_106471091,STELLA_7313793796
MXG_106471092,STELLA_7313793946
MXG_106471093,STELLA_7313793870
MXG_106471094,STELLA_7313793722
MXG_106471095,STELLA_7313793745
MXG_106471097,STELLA_7313793710
MXG_106471126,STELLA_7313784203
MXG_106471142,STELLA_7313781003
MXG_106472236,STELLA_7313808432
MXG_106472237,STELLA_7313808434
MXG_106472313,STELLA_7313796463
MXG_106473647,STELLA_7313796557
MXG_106473672,STELLA_7313796713
MXG_106475876,STELLA_7313796178
MXG_106475877,STELLA_7313796158
MXG_106475878,STELLA_7313796048
MXG_106476261,STELLA_7313805689
MXG_106476262,STELLA_7313805304
MXG_106476263,STELLA_7313805362
MXG_106476264,STELLA_7313805230
MXG_106476285,STELLA_7313802214
MXG_106476286,STELLA_7313802373
MXG_106476288,STELLA_7313805029
MXG_106476289,STELLA_7313802508
MXG_106476290,STELLA_7313805036
MXG_106476291,STELLA_7313802894
MXG_106476292,STELLA_7313802893
MXG_106476294,STELLA_7313802826
MXG_106476295,STELLA_7313805011
MXG_106476296,STELLA_7313802878
MXG_106476297,STELLA_7313802823
MXG_106476298,STELLA_7313802714
MXG_106476299,STELLA_7313802825
MXG_106476302,STELLA_7313820743
MXG_106476303,STELLA_7313793811
MXG_106476304,STELLA_7313793744
MXG_106476330,STELLA_7313820326
MXG_106476332,STELLA_7313793451
MXG_106476413,STELLA_7313778855
MXG_106476420,STELLA_7313778520
MXG_106476550,STELLA_7313820483
MXG_106477068,STELLA_7313817548
MXG_106477332,STELLA_7313790612
MXG_106477334,STELLA_7313772768
MXG_106478323,STELLA_7313820134
MXG_106478344,STELLA_7313817533
MXG_106479297,STELLA_7313817308
MXG_106479398,STELLA_7313799148
MXG_106479430,STELLA_7313784954
MXG_106479441,STELLA_7313790301
MXG_106482114,STELLA_7313796794
MXG_106483599,STELLA_7313781866
MXG_106483600,STELLA_7313832950
MXG_106483601,STELLA_7313835034
MXG_106492126,STELLA_7313829932
MXG_106492619,STELLA_7313874540
MXG_106492811,STELLA_7313793279
MXG_106492813,STELLA_7313793278
MXG_106492814,STELLA_7313793187
MXG_106492815,STELLA_7313793191
MXG_106492816,STELLA_7313793135
MXG_106492817,STELLA_7313793131
MXG_106492818,STELLA_7313793162
MXG_106492820,STELLA_7313790824
MXG_106492821,STELLA_7313790827
MXG_106492823,STELLA_7313817942
MXG_106492824,STELLA_7313790777
MXG_106492825,STELLA_7313790754
MXG_106492827,STELLA_7313790775
MXG_106492828,STELLA_7313790752
MXG_106492829,STELLA_7313874438
MXG_106492830,STELLA_7313790956
MXG_106492831,STELLA_7313790926
MXG_106492832,STELLA_7313790989
MXG_106492834,STELLA_7313793134
MXG_106492836,STELLA_7313790949
MXG_106492837,STELLA_7313790948
MXG_106492838,STELLA_7313790946
MXG_106492839,STELLA_7313790955
MXG_106492841,STELLA_7313790447
MXG_106492843,STELLA_7313790451
MXG_106492844,STELLA_7313790540
MXG_106492845,STELLA_7313790452
MXG_106492846,STELLA_7313790508
MXG_106492847,STELLA_7313790587
MXG_106492848,STELLA_7313790511
MXG_106492849,STELLA_7313790448
MXG_106492850,STELLA_7313790381
MXG_106492851,STELLA_7313790495
MXG_106492853,STELLA_7313817800
MXG_106492854,STELLA_7313790614
MXG_106492855,STELLA_7313790713
MXG_106492856,STELLA_7313790611
MXG_106492857,STELLA_7313790778
MXG_106492858,STELLA_7313790649
MXG_106492859,STELLA_7313790712
MXG_106492866,STELLA_7313790203
MXG_106492934,STELLA_7313775545
MXG_106493836,STELLA_7313835408
MXG_106496554,STELLA_7313739418
MXG_106496555,STELLA_7313739419
MXG_106496650,STELLA_7313808909
MXG_106496813,STELLA_7313874413
MXG_106496841,STELLA_7313784639
MXG_106496858,STELLA_7313739237
MXG_106496859,STELLA_7313739238
MXG_106496945,STELLA_7313832380
MXG_106496980,STELLA_7313832015
MXG_106497205,STELLA_7313793808
MXG_106497214,STELLA_7313793815
MXG_106498167,STELLA_7313790541
MXG_106498262,STELLA_7313775073
MXG_106498277,STELLA_7313772763
MXG_106498284,STELLA_7313772936
MXG_106498289,STELLA_7313772771
MXG_106498786,STELLA_7313826170
MXG_106499229,STELLA_7313874546
MXG_106499232,STELLA_7313820246
MXG_106499240,STELLA_7313817933
MXG_106499241,STELLA_7313817899
MXG_106499242,STELLA_7313817878
MXG_106499243,STELLA_7313817872
MXG_106499244,STELLA_7313817882
MXG_106499245,STELLA_7313820118
MXG_106499246,STELLA_7313817873
MXG_106499247,STELLA_7313817798
MXG_106499284,STELLA_7313817554
MXG_106499291,STELLA_7313817668
MXG_106499316,STELLA_7313832002
MXG_106499320,STELLA_7313829010
MXG_106499329,STELLA_7313805536
MXG_106499330,STELLA_7313805899
MXG_106499333,STELLA_7313805822
MXG_106499336,STELLA_7313805760
MXG_106499338,STELLA_7313805679
MXG_106499339,STELLA_7313805782
MXG_106499340,STELLA_7313805253
MXG_106499341,STELLA_7313805195
MXG_106499342,STELLA_7313805194
MXG_106499350,STELLA_7313805349
MXG_106499355,STELLA_7313805582
MXG_106499357,STELLA_7313805286
MXG_106499358,STELLA_7313805584
MXG_106499360,STELLA_7313802938
MXG_106499381,STELLA_7313802766
MXG_106499383,STELLA_7313802814
MXG_106499386,STELLA_7313802664
MXG_106499416,STELLA_7313793477
MXG_106499419,STELLA_7313793289
MXG_106499420,STELLA_7313793188
MXG_106499421,STELLA_7313793189
MXG_106499426,STELLA_7313793239
MXG_106499444,STELLA_7313790927
MXG_106499445,STELLA_7313793021
MXG_106499456,STELLA_7313793140
MXG_106499459,STELLA_7313793138
MXG_106499472,STELLA_7313790942
MXG_106499473,STELLA_7313790830
MXG_106499474,STELLA_7313790852
MXG_106499476,STELLA_7313790832
MXG_106499478,STELLA_7313790850
MXG_106499480,STELLA_7313790444
MXG_106499481,STELLA_7313790388
MXG_106499483,STELLA_7313790397
MXG_106499485,STELLA_7313790383
MXG_106502141,STELLA_7313799929
MXG_106503864,STELLA_7313790855
MXG_106504677,STELLA_7313790092
MXG_106504678,STELLA_7313784975
MXG_106504679,STELLA_7313784925
MXG_106509611,STELLA_7313799052
MXG_106509613,STELLA_7313799050
MXG_106509617,STELLA_7313799044
MXG_106509620,STELLA_7313799234
MXG_106509623,STELLA_7313799318
MXG_106513980,STELLA_7313781594
MXG_106514029,STELLA_7313790099
MXG_106514030,STELLA_7313874423
MXG_106514031,STELLA_7313790369
MXG_106514032,STELLA_7313790370
MXG_106514033,STELLA_7313790302
MXG_106514034,STELLA_7313790322
MXG_106514035,STELLA_7313874421
MXG_106514036,STELLA_7313790364
MXG_106514037,STELLA_7313790204
MXG_106514038,STELLA_7313790244
MXG_106514039,STELLA_7313790359
MXG_106514040,STELLA_7313781780
MXG_106514041,STELLA_7313781664
MXG_106514042,STELLA_7313781679
MXG_106514043,STELLA_7313781831
MXG_106514044,STELLA_7313781631
MXG_106514045,STELLA_7313781624
MXG_106514046,STELLA_7313781658
MXG_106514047,STELLA_7313781634
MXG_106514048,STELLA_7313781636
MXG_106514049,STELLA_7313781625
MXG_106514050,STELLA_7313781859
MXG_106514051,STELLA_7313784029
MXG_106514052,STELLA_7313781858
MXG_106514053,STELLA_7313781943
MXG_106514054,STELLA_7313781856
MXG_106514055,STELLA_7313784108
MXG_106514057,STELLA_7313781919
MXG_106514058,STELLA_7313781986
MXG_106514059,STELLA_7313781857
MXG_106514060,STELLA_7313784174
MXG_106514061,STELLA_7313784158
MXG_106514062,STELLA_7313784137
MXG_106514063,STELLA_7313784225
MXG_106514064,STELLA_7313784138
MXG_106514065,STELLA_7313784175
MXG_106514066,STELLA_7313784169
MXG_106514067,STELLA_7313784111
MXG_106514068,STELLA_7313784148
MXG_106514069,STELLA_7313784136
MXG_106514070,STELLA_7313784328
MXG_106514071,STELLA_7313784319
MXG_106514072,STELLA_7313784430
MXG_106514073,STELLA_7313784335
MXG_106514074,STELLA_7313874403
MXG_106514075,STELLA_7313784240
MXG_106514076,STELLA_7313784234
MXG_106514077,STELLA_7313784233
MXG_106514136,STELLA_7313802324
MXG_106514150,STELLA_7313802864
MXG_106515160,STELLA_7313817162
MXG_106515163,STELLA_7313817112
MXG_106515164,STELLA_7313817137
MXG_106515165,STELLA_7313817114
MXG_106515166,STELLA_7313817097
MXG_106515167,STELLA_7313817121
MXG_106515168,STELLA_7313817110
MXG_106515169,STELLA_7313817111
MXG_106515170,STELLA_7313817167
MXG_106515171,STELLA_7313817151
MXG_106515172,STELLA_7313817168
MXG_106515173,STELLA_7313817173
MXG_106515178,STELLA_7313817190
MXG_106515179,STELLA_7313817261
MXG_106515180,STELLA_7313817364
